,player1,player2,ace%,df%,1stIn%,1stWon%,2ndWon%,bpSaved%,label,surface_Clay,surface_Grass,surface_Hard,tourney_level_A,tourney_level_G,tourney_level_M,best_of_3,best_of_5
0,Yoshihito Nishioka,Viktor Troicki,-0.171875,-0.06592987804878049,-0.056783536585365835,-0.14443597560975607,0.06478658536585366,0.26666666666666666,player2,0,0,1,1,0,0,1,0
1,Ernesto Escobedo,Kyle Edmund,-0.03518498773856489,0.002452287024203005,0.014607100970252751,-0.10065038916728863,0.010022390446742746,0.2333333333333334,player2,0,0,1,1,0,0,1,0
2,Lucas Pouille,Gilles Simon,0.05546955624355006,-0.033023735810113516,-0.04282765737874106,-0.0188338493292054,0.024767801857585148,0.6666666666666666,player1,0,0,1,1,0,0,1,0
3,Gilles Muller,Jared Donaldson,-0.045768025078369884,-0.0018808777429467072,0.037931034482758696,-0.025391849529780575,-0.11567398119122256,0.4,player2,0,0,1,1,0,0,1,0
4,Elias Ymer,Jordan Thompson,-0.008225616921269094,0.08108108108108109,-0.027614571092832052,-0.254406580493537,0.04524089306698004,0.16666666666666663,player2,0,0,1,1,0,0,1,0
5,Bernard Tomic,David Ferrer,0.009875259875259876,0.011954261954261955,0.017671517671517756,-0.0888773388773389,-0.06860706860706861,-0.11111111111111105,player2,0,0,1,1,0,0,1,0
6,Steve Johnson,Grigor Dimitrov,-0.027412280701754388,0.05263157894736842,0.11074561403508765,-0.11074561403508776,-0.12719298245614036,0.5,player2,0,0,1,1,0,0,1,0
7,Nicolas Mahut,Stephane Robert,0.05541810984661058,-0.050222662048490845,0.1501731815932707,0.17986145472538345,-0.12147451756556163,-0.25,player1,0,0,1,1,0,0,1,0
8,Sam Groth,Pierre Hugues Herbert,0.08523096942094992,-0.01030145304706137,0.004879635653871173,0.04521795705920628,-0.011711125569290826,0.22857142857142865,player1,0,0,1,1,0,0,1,0
9,Alexandr Dolgopolov,Rafael Nadal,-0.0007256894049346915,0.01850507982583454,-0.16400580551523947,-0.12264150943396224,-0.06023222060957911,-0.6666666666666666,player2,0,0,1,1,0,0,1,0
