,player1,player2,ace%,df%,1stIn%,1stWon%,2ndWon%,bpSaved%,label,surface_Clay,surface_Hard,tourney_level_A,tourney_level_G,tourney_level_M,best_of_3,best_of_5
318,Fernando Verdasco,Carlos Taberner,0.036331569664903,-0.0455026455026455,0.1139329805996473,0.021164021164021163,-0.05079365079365078,-0.25555555555555554,player2,1,0,1,0,0,1,0
319,Federico Coria,Andrej Martin,0.0,0.03202687569988802,-0.013325867861142204,-0.058566629339305676,0.032922732362821935,0.014285714285714346,player2,1,0,1,0,0,1,0
320,Thiago Monteiro,Corentin Moutet,0.03995560488346282,0.03995560488346282,-0.03144654088050314,-0.04180540140584538,-0.051424343322234556,-0.22499999999999998,player2,1,0,1,0,0,1,0
321,Vasek Pospisil,Gael Monfils,-0.039285714285714285,-0.008928571428571432,-0.03928571428571426,0.016071428571428625,-0.03571428571428571,-0.5,player2,0,1,1,0,0,1,0
322,Gael Monfils,Filip Krajinovic,0.14577114427860696,0.029850746268656716,0.033084577114427804,0.14875621890547264,-0.06393034825870646,0.6666666666666667,player1,0,1,1,0,0,1,0
323,David Goffin,Vasek Pospisil,-0.01874414245548267,0.0071462043111527665,-0.035262417994376793,0.011480787253983105,-0.029287722586691683,0.2272727272727273,player2,0,1,1,0,0,1,0
324,Norbert Gombos,Gael Monfils,-0.04857142857142856,0.051428571428571435,-0.02285714285714291,-0.022857142857142798,-0.03428571428571428,-0.43333333333333335,player2,0,1,1,0,0,1,0
325,Filip Krajinovic,Gregoire Barrere,0.012147841819591637,-0.0136986301369863,0.11605065908503498,0.19798397518738692,0.0002584647195657819,0.4285714285714286,player1,0,1,1,0,0,1,0
326,Vasek Pospisil,Richard Gasquet,0.4827586206896552,0.0,-0.010344827586206806,0.2517241379310345,0.039080459770114956,0.6,player1,0,1,1,0,0,1,0
327,Pierre Hugues Herbert,David Goffin,0.0465686274509804,-0.039215686274509796,0.0032679738562091387,-0.004901960784313764,-0.015522875816993464,-0.06666666666666665,player2,0,1,1,0,0,1,0
328,Gael Monfils,Adrian Mannarino,0.046511627906976744,0.05813953488372093,0.03488372093023251,0.05813953488372092,0.023255813953488358,-0.3928571428571429,player1,0,1,1,0,0,1,0
329,Norbert Gombos,Emil Ruusuvuori,-0.00026350461133069214,0.010803689064558631,0.23372859025032938,0.13623188405797104,-0.14598155467720683,0.6666666666666666,player1,0,1,1,0,0,1,0
330,Gregoire Barrere,Grigor Dimitrov,-0.03908554572271386,-0.06563421828908554,0.02050147492625365,0.0013274336283185528,0.028023598820059004,0.05714285714285705,player1,0,1,1,0,0,1,0
331,Mikael Ymer,Filip Krajinovic,-0.0072463768115942,0.028985507246376812,-0.1376811594202898,-0.21014492753623187,-0.050724637681159424,-0.20000000000000007,player2,0,1,1,0,0,1,0
332,Richard Gasquet,Feliciano Lopez,-0.1496212121212121,-0.03977272727272727,0.012310606060606077,0.06060606060606061,0.0,0.33333333333333337,player1,0,1,1,0,0,1,0
333,Vasek Pospisil,Denis Shapovalov,-0.0029036004645760782,0.022648083623693374,0.17711962833914052,0.25203252032520324,-0.004645760743321736,0.5,player1,0,1,1,0,0,1,0
334,Felix Auger Aliassime,Pierre Hugues Herbert,0.00802675585284282,0.017168338907469344,0.10813823857302118,0.08918617614269786,-0.1034559643255295,-0.5,player2,0,1,1,0,0,1,0
335,David Goffin,Alexander Bublik,-0.040300375469336666,-0.1276595744680851,0.00538172715894869,0.02152690863579476,0.05106382978723406,0.16666666666666674,player1,0,1,1,0,0,1,0
336,Adrian Mannarino,Alexei Popyrin,-0.0048909451421017824,-0.009649702577660277,0.07296761401189689,0.14527428949107735,0.03304692663582287,0.4,player1,0,1,1,0,0,1,0
337,Emil Ruusuvuori,Dennis Novak,0.10204081632653061,0.01020408163265306,0.0,0.08163265306122447,-0.020408163265306145,0.2916666666666667,player1,0,1,1,0,0,1,0
338,Pablo Carreno Busta,Norbert Gombos,-0.05359197764261055,0.02531645569620253,-0.09469012000657573,-0.05145487423968431,-0.002630281111293778,0.15555555555555556,player2,0,1,1,0,0,1,0
339,Gregoire Barrere,Joao Sousa,0.033671399594320486,-0.01257606490872211,0.218526031102096,0.14185260311020959,-0.06288032454361053,0.375,player1,0,1,1,0,0,1,0
340,Jannik Sinner,Mikael Ymer,-0.013262599469496018,0.0059681697612732135,-0.05901856763925728,-0.07692307692307693,-0.03779840848806368,-0.16666666666666669,player2,0,1,1,0,0,1,0
341,Enzo Couacaud,Filip Krajinovic,0.08428093645484949,-0.0008918617614269795,-0.05284280936454844,-0.04214046822742479,-0.03790412486064661,-0.3333333333333333,player2,0,1,1,0,0,1,0
342,Ugo Humbert,Feliciano Lopez,0.05034013605442178,-0.0036281179138322045,0.0993197278911565,-0.10113378684807256,-0.1034013605442177,-0.5714285714285714,player2,0,1,1,0,0,1,0
343,Gilles Simon,Richard Gasquet,-0.0670846394984326,0.0009404388714733536,-0.040752351097178674,-0.0855799373040752,-0.07492163009404387,-0.4,player2,0,1,1,0,0,1,0
344,Vasek Pospisil,Aljaz Bedene,-0.06196581196581197,0.005799755799755793,0.05463980463980467,0.007936507936507908,0.0943223443223443,1.0,player1,0,1,1,0,0,1,0
345,Damir Dzumhur,Felix Auger Aliassime,-0.1017080745341615,-0.018633540372670808,-0.052795031055900554,-0.1447981366459628,0.026397515527950305,-0.09523809523809523,player2,0,1,1,0,0,1,0
346,Pierre Hugues Herbert,Sergiy Stakhovsky,0.06805807622504538,0.012250453720508168,-0.08484573502722326,0.1225045372050817,-0.0027223230490018013,-0.6666666666666666,player1,0,1,1,0,0,1,0
347,Alexander Bublik,Henri Laaksonen,0.12236665172568355,0.09403854773644105,0.020439264903630683,0.06687584043030032,-0.018108471537427173,0.18055555555555558,player1,0,1,1,0,0,1,0
348,Egor Gerasimov,Jiri Vesely,-0.1693236714975845,0.03260869565217391,0.04057971014492756,-0.012077294685990392,-0.058695652173913065,0.3333333333333333,player2,0,1,1,0,0,1,0
349,Egor Gerasimov,James Duckworth,0.145021645021645,0.017316017316017316,-0.032467532467532534,0.12554112554112556,0.010822510822510817,0.19999999999999996,player1,0,1,1,0,0,1,0
350,Ricardas Berankis,Jiri Vesely,-0.2261904761904762,0.0009920634920634885,-0.0009920634920634885,-0.11011904761904762,0.03869047619047619,0.3214285714285714,player2,0,1,1,0,0,1,0
351,James Duckworth,Roberto Marcora,0.029090909090909084,0.04,-0.16545454545454552,-0.07878787878787874,0.076969696969697,-0.5,player1,0,1,1,0,0,1,0
352,Egor Gerasimov,Soon Woo Kwon,0.1300114547537228,0.04228713249331806,-0.016132111492936252,0.051450935471553993,0.01174112256586482,-0.11428571428571432,player1,0,1,1,0,0,1,0
353,Ilya Ivashka,Jiri Vesely,-0.06431324812335158,-0.014708865895719216,-0.12213430716169615,-0.12122134307161692,0.058328261310610696,0.09999999999999998,player2,0,1,1,0,0,1,0
354,Ricardas Berankis,Yuichi Sugita,0.03719425914695775,0.0392156862745098,-0.0009096422073984201,0.048918536486759645,-0.030220335556903177,0.0,player1,0,1,1,0,0,1,0
355,Benoit Paire,Roberto Marcora,0.08871794871794872,-0.0074358974358974365,-0.15179487179487172,-0.0730769230769231,0.10025641025641027,-0.625,player2,0,1,1,0,0,1,0
356,James Duckworth,Taro Daniel,0.007130481140876999,0.016126882580301215,-0.08676529388244703,-0.03651872584299615,0.047314407570305195,0.07070707070707061,player1,0,1,1,0,0,1,0
357,Prajnesh Gunneswaran,Soon Woo Kwon,-0.013425129087779694,-0.014285714285714285,0.09122203098106718,-0.049741824440619586,-0.062134251290877796,0.13333333333333341,player2,0,1,1,0,0,1,0
358,Egor Gerasimov,Nikola Milojevic,0.030186147912124768,0.018782492034210965,0.05852758678517522,0.08032869361059863,-0.08167030018447091,0.09523809523809523,player1,0,1,1,0,0,1,0
359,Salvatore Caruso,Jiri Vesely,-0.10583684950773559,-0.03146976090014065,-0.12113220815752468,-0.1480309423347398,0.07260900140646978,-0.07499999999999996,player2,0,1,1,0,0,1,0
360,Stefano Travaglia,Ilya Ivashka,-0.0371647509578544,0.011111111111111112,-0.12413793103448278,-0.15210727969348659,0.11724137931034481,0.0,player2,0,1,1,0,0,1,0
361,Yuichi Sugita,Viktor Troicki,,,,,,,player1,0,1,1,0,0,1,0
362,Cedrik Marcel Stebe,Ricardas Berankis,0.052222222222222225,0.05277777777777778,-0.0922222222222222,-0.07111111111111107,-0.033333333333333326,-0.05128205128205121,player2,0,1,1,0,0,1,0
363,Lukas Rosol,Roberto Marcora,0.008928571428571425,0.0744047619047619,-0.18154761904761907,-0.16964285714285715,0.020833333333333315,-0.5,player2,0,1,1,0,0,1,0
364,Sasi Kumar Mukund,Taro Daniel,-0.028169014084507032,0.056338028169014086,-0.028169014084507005,-0.056338028169014065,-0.056338028169014065,-0.022727272727272707,player2,0,1,1,0,0,1,0
365,James Duckworth,Peter Gojowczyk,-0.024927536231884068,-0.0034782608695652154,0.0371014492753623,-0.005797101449275366,0.01913043478260873,1.0,player1,0,1,1,0,0,1,0
366,Prajnesh Gunneswaran,Yannick Maden,0.06072800438997622,0.002194988110481067,0.11541979147612957,0.14560087799524413,-0.059264678982988844,0.6666666666666666,player1,0,1,1,0,0,1,0
367,Antoine Hoang,Nikola Milojevic,-0.039199673336055535,0.03450387913434055,-0.008779093507554125,-0.08922008983258473,-0.03593303389138422,0.7142857142857143,player2,0,1,1,0,0,1,0
368,Egor Gerasimov,Paolo Lorenzi,0.10959939531368104,0.0056689342403628135,0.12169312169312174,0.14172335600907032,0.05404383975812549,0.32142857142857145,player1,0,1,1,0,0,1,0
369,Ramkumar Ramanathan,Salvatore Caruso,0.10774577954319761,-0.006554121151936446,0.14498510427010924,0.0865938430983118,-0.12711022840119163,-0.13333333333333341,player2,0,1,1,0,0,1,0
370,Jiri Vesely,Arjun Kadhe,0.22395833333333331,0.010416666666666664,-0.02604166666666663,0.13541666666666663,0.07291666666666666,0.25,player1,0,1,1,0,0,1,0
371,Ilya Ivashka,Evgeny Donskoy,0.07952069716775599,0.004357298474945537,0.031590413943355045,0.13834422657952067,0.030501089324618758,0.4166666666666667,player1,0,1,1,0,0,1,0
372,Thomas Fabbiano,Yuichi Sugita,0.00888415067519545,-0.014925373134328358,-0.09132906894100923,-0.15316275764036957,-0.030206112295664528,-0.4821428571428571,player2,0,1,1,0,0,1,0
373,Viktor Troicki,Sumit Nagal,0.04015151515151515,-0.023484848484848483,0.07746212121212115,0.06117424242424235,-0.02897727272727274,0.21250000000000002,player1,0,1,1,0,0,1,0
374,Cedrik Marcel Stebe,Ivo Karlovic,-0.06016980435585087,0.04023624953857512,-0.21926910299003322,-0.10520487264673317,0.1376891842008121,0.5,player1,0,1,1,0,0,1,0
375,Casper Ruud,Pedro Sousa,0.04209183673469388,-0.061224489795918366,0.09523809523809523,0.1747448979591837,0.02465986394557823,0.75,player1,1,0,1,0,0,1,0
376,Diego Schwartzman,Pedro Sousa,,,,,,,player2,1,0,1,0,0,1,0
377,Casper Ruud,Juan Ignacio Londero,0.07617532697066101,-0.03128313891834571,0.03305054789678341,0.10639802050194413,0.0021208907741251393,0.3333333333333333,player1,1,0,1,0,0,1,0
378,Diego Schwartzman,Pablo Cuevas,-0.10586097228532484,-0.01113130395274875,0.15674693321217625,0.04441163107678325,-0.06474329850068151,0.0,player1,1,0,1,0,0,1,0
379,Pedro Sousa,Thiago Monteiro,0.059804393137726466,0.023408690075356738,-0.03206669873336543,0.041205707872374486,-0.034311367644700996,0.1785714285714286,player1,1,0,1,0,0,1,0
380,Dusan Lajovic,Casper Ruud,0.04918032786885246,0.0,-0.032786885245901565,-0.09836065573770492,-0.03278688524590162,-0.3714285714285715,player2,1,0,1,0,0,1,0
381,Juan Ignacio Londero,Guido Pella,0.061764705882352944,0.00882352941176471,0.002941176470588225,0.038235294117647034,0.09411764705882353,-0.2272727272727273,player1,1,0,1,0,0,1,0
382,Diego Schwartzman,Federico Delbonis,-0.02040816326530612,0.023308270676691736,0.027926960257787403,0.07411385606874327,0.004833512352309333,0.20512820512820507,player1,1,0,1,0,0,1,0
383,Pablo Cuevas,Albert Ramos,0.04789473684210526,0.008421052631578947,-0.06052631578947365,-0.030000000000000027,0.04999999999999999,0.13286713286713292,player1,1,0,1,0,0,1,0
384,Thiago Monteiro,Borna Coric,-0.038839285714285715,0.0013392857142857147,-0.028124999999999956,0.020982142857142838,0.07321428571428572,0.16666666666666669,player1,1,0,1,0,0,1,0
385,Jozef Kovalik,Pedro Sousa,-0.007256004087889623,0.012979049565661725,-0.12089933571793565,-0.057945835462442474,0.04711292795094532,-0.04285714285714293,player2,1,0,1,0,0,1,0
386,Casper Ruud,Roberto Carballes Baena,0.05330634278002699,-0.04993252361673414,0.19838056680161942,0.2705802968960864,0.0816464237516869,0.7142857142857143,player1,1,0,1,0,0,1,0
387,Dusan Lajovic,Pedro Martinez,0.06451612903225806,0.03225806451612903,-0.20430107526881713,-0.09677419354838707,0.12903225806451613,0.050000000000000044,player1,1,0,1,0,0,1,0
388,Juan Ignacio Londero,Laslo Djere,-0.03869969040247678,-0.10588235294117647,-0.09442724458204332,0.010681114551083615,0.13931888544891638,0.5555555555555556,player1,1,0,1,0,0,1,0
389,Guido Pella,Facundo Bagnis,0.02113891285591027,0.009552569949463824,-0.04967336373721187,0.046160483175151035,-0.017194625909034866,-0.05494505494505497,player1,1,0,1,0,0,1,0
390,Hugo Dellien,Federico Delbonis,0.0010822510822510803,-0.03409090909090909,0.0806277056277056,0.09090909090909088,-0.017316017316017313,0.22222222222222227,player2,1,0,1,0,0,1,0
391,Lorenzo Sonego,Pablo Cuevas,-0.0007440476190476164,-0.031994047619047616,-0.05704365079365081,-0.08606150793650791,0.012400793650793662,-0.2857142857142857,player2,1,0,1,0,0,1,0
392,Albert Ramos,Leonardo Mayer,-0.07056025369978859,-0.05840380549682875,0.007135306553911258,0.022463002114164854,0.03039112050739956,0.0,player1,1,0,1,0,0,1,0
393,Thiago Monteiro,Jaume Munar,0.025900900900900907,-0.09722222222222222,0.12012012012012008,0.20720720720720726,-0.11336336336336336,0.2727272727272727,player1,1,0,1,0,0,1,0
394,Jozef Kovalik,Corentin Moutet,0.035372258263824535,0.01050355267222737,-0.235248687055916,-0.062403459993821464,0.13608279270929874,0.125,player1,1,0,1,0,0,1,0
395,Facundo Diaz Acosta,Pedro Sousa,0.028792134831460675,0.04382022471910113,-0.006741573033707926,-0.06067415730337078,-0.05098314606741572,-0.07792207792207795,player2,1,0,1,0,0,1,0
396,Casper Ruud,Pablo Andujar,0.10909090909090909,-0.06692456479690523,0.11644100580270789,0.1624758220502901,-0.006576402321083169,0.4285714285714286,player1,1,0,1,0,0,1,0
397,Marco Cecchinato,Roberto Carballes Baena,0.06666666666666668,0.0794871794871795,-0.21794871794871795,-0.14358974358974352,0.12051282051282053,-0.5,player2,1,0,1,0,0,1,0
398,Pedro Martinez,Joao Domingues,-0.013392857142857142,-0.001488095238095238,0.1071428571428571,0.13690476190476186,-0.04910714285714285,0.03076923076923077,player1,1,0,1,0,0,1,0
399,Francisco Cerundolo,Laslo Djere,0.0,-0.053021978021978014,-0.04409340659340655,-0.08131868131868136,0.010302197802197793,0.3454545454545454,player2,1,0,1,0,0,1,0
400,Juan Ignacio Londero,Filip Horansky,-0.040834312573443006,0.0026439482961222102,0.09459459459459463,0.11985898942420681,0.004112808460634554,0.0,player1,1,0,1,0,0,1,0
401,Andrej Martin,Facundo Bagnis,-0.06118999323867478,-0.0196078431372549,-0.06321839080459768,-0.1994590939824205,-0.02366463826910073,0.6,player2,1,0,1,0,0,1,0
402,Andreas Seppi,Kyle Edmund,-0.16762820512820512,0.03076923076923077,-0.01057692307692304,-0.1996794871794872,-0.0798076923076923,-0.4285714285714286,player2,0,1,1,0,0,1,0
403,Jason Jung,Andreas Seppi,0.005789473684210525,0.013157894736842105,-0.05526315789473679,-0.13157894736842107,-0.03473684210526318,-0.05128205128205121,player2,0,1,1,0,0,1,0
404,Kyle Edmund,Miomir Kecmanovic,0.06575963718820861,-0.02947845804988662,0.05442176870748294,0.1972789115646259,-0.08616780045351474,0.4285714285714286,player1,0,1,1,0,0,1,0
405,Andreas Seppi,Jordan Thompson,0.026542324246771887,-0.02702056432329029,0.0724533715925394,0.10999521759923486,0.01386896221903397,0.16666666666666663,player1,0,1,1,0,0,1,0
406,Jason Jung,Reilly Opelka,-0.20880752102919345,-0.020286986640277088,-0.025977238990598672,0.006679861454725378,0.045027214250371095,0.0357142857142857,player1,0,1,1,0,0,1,0
407,Ugo Humbert,Miomir Kecmanovic,0.051768906199285945,0.012982797792924375,-0.04268094774423892,-0.07026939305420316,0.05322947095098993,-0.4,player2,0,1,1,0,0,1,0
408,Kyle Edmund,Soon Woo Kwon,0.002777777777777782,0.008333333333333331,0.018055555555555602,0.02638888888888885,-0.033333333333333354,-0.09999999999999998,player1,0,1,1,0,0,1,0
409,Jordan Thompson,John Isner,-0.191005291005291,-0.00978835978835979,-0.04735449735449737,-0.015079365079365026,0.06957671957671957,0.25,player1,0,1,1,0,0,1,0
410,Steve Johnson,Andreas Seppi,0.034080298786181136,-0.012371615312791788,-0.12324929971988796,-0.07492997198879553,-0.003034547152194228,-0.2142857142857143,player2,0,1,1,0,0,1,0
411,Reilly Opelka,Yoshihito Nishioka,0.2898550724637681,0.028985507246376812,-0.10869565217391308,0.048550724637681064,0.028260869565217395,0.33333333333333337,player1,0,1,1,0,0,1,0
412,Jason Jung,Cameron Norrie,-0.008525149190110826,-0.03836317135549872,-0.10656436487638532,0.046035805626598425,0.09462915601023017,-0.5,player1,0,1,1,0,0,1,0
413,Miomir Kecmanovic,Paolo Lorenzi,0.034545454545454546,-0.02181818181818182,-0.027272727272727282,0.06181818181818183,0.052727272727272706,0.3333333333333333,player1,0,1,1,0,0,1,0
414,Marcos Giron,Ugo Humbert,-0.11240786240786241,0.022727272727272728,0.12407862407862402,-0.1812039312039312,-0.16646191646191646,-0.625,player2,0,1,1,0,0,1,0
415,Dominik Koepfer,Kyle Edmund,0.05753626751905581,-0.003688222276862555,-0.038357511679370515,-0.05802803048930416,0.02704696336365872,-0.44642857142857145,player2,0,1,1,0,0,1,0
416,Milos Raonic,Soon Woo Kwon,0.2961309523809524,0.03214285714285714,-0.04761904761904767,0.03184523809523809,-0.013392857142857123,-0.5,player2,0,1,1,0,0,1,0
417,Ivo Karlovic,Jordan Thompson,0.06418219461697722,0.01311249137336094,-0.11111111111111116,-0.23188405797101447,0.0614216701173223,-0.19999999999999996,player2,0,1,1,0,0,1,0
418,Damir Dzumhur,Andreas Seppi,0.0061702127659574585,0.008085106382978727,-0.0044680851063830795,0.06893617021276593,-0.044042553191489364,0.23809523809523808,player2,0,1,1,0,0,1,0
419,Tennys Sandgren,Steve Johnson,0.08292638813528666,0.013383975402423587,0.020528124434798234,0.0020799421233496096,0.010580575149213262,-0.050000000000000044,player2,0,1,1,0,0,1,0
420,Henri Laaksonen,Yoshihito Nishioka,0.008909694956206582,0.020537601932950768,0.051041981274539405,0.07686499546964659,-0.1174871639987919,0.16666666666666663,player2,0,1,1,0,0,1,0
421,Jason Jung,Kevin Anderson,-0.13598834385624087,-0.025012141816415735,0.027440505099562862,0.10563380281690143,0.04589606605148128,-0.6,player1,0,1,1,0,0,1,0
422,Cameron Norrie,Brian Shi,0.024509803921568624,0.029411764705882353,0.12745098039215685,0.16666666666666663,-0.009803921568627444,-0.1111111111111111,player1,0,1,1,0,0,1,0
423,Tommy Paul,Miomir Kecmanovic,-0.009958071278825996,0.05555555555555555,-0.09486373165618445,-0.11058700209643607,-0.03590146750524109,-0.11363636363636365,player2,0,1,1,0,0,1,0
424,Paolo Lorenzi,Danilo Petrovic,-0.11485826001955032,-0.07062561094819159,-0.013318670576735081,0.010874877810361727,0.07991202346041056,0.1558441558441559,player1,0,1,1,0,0,1,0
425,Jack Sock,Marcos Giron,0.03634085213032581,0.0,-0.05983709273182958,-0.18765664160401002,0.03947368421052633,0.0,player2,0,1,1,0,0,1,0
426,Kyle Edmund,Yasutaka Uchiyama,-0.06585458698134755,-0.025885039969547014,-0.12866387514274835,0.0036162923486867116,0.06376094404263416,0.20833333333333337,player1,0,1,1,0,0,1,0
427,Brayden Schnur,Dominik Koepfer,-0.012380952380952381,-0.004126984126984128,-0.14095238095238094,-0.1507936507936508,-0.013015873015873036,0.24285714285714288,player2,0,1,1,0,0,1,0
428,Soon Woo Kwon,Go Soeda,0.0411111111111111,0.014444444444444447,-0.043333333333333335,0.03222222222222221,0.07777777777777778,0.19444444444444442,player1,0,1,1,0,0,1,0
429,Gael Monfils,Felix Auger Aliassime,0.06378539493293592,-0.09090909090909091,0.09031296572280179,0.1117734724292101,0.016691505216095387,-0.13636363636363635,player1,0,1,1,0,0,1,0
430,Filip Krajinovic,Gael Monfils,-0.16229937766131672,0.00917130691123485,-0.04208974778905994,-0.14051752374713394,0.02685882738290206,0.7777777777777778,player2,0,1,1,0,0,1,0
431,Felix Auger Aliassime,Pablo Carreno Busta,0.1747192012836513,0.015510786236405777,0.055803173471207,0.21608129791406672,-0.10108753788554109,0.19999999999999996,player1,0,1,1,0,0,1,0
432,Andrey Rublev,Filip Krajinovic,0.08680555555555555,0.0,0.10243055555555558,0.041666666666666685,-0.078125,-0.20000000000000007,player2,0,1,1,0,0,1,0
433,Daniel Evans,Gael Monfils,-0.1076923076923077,-0.007692307692307693,-0.16538461538461535,-0.1653846153846154,0.029487179487179493,0.0,player2,0,1,1,0,0,1,0
434,Jannik Sinner,Pablo Carreno Busta,0.02964601769911504,-0.007817109144542773,-0.07323008849557522,0.002876106194690309,0.010840707964601792,-0.1428571428571428,player2,0,1,1,0,0,1,0
435,Felix Auger Aliassime,Aljaz Bedene,0.0945945945945946,0.0,0.20270270270270274,0.16216216216216212,-0.13513513513513511,0.3333333333333333,player1,0,1,1,0,0,1,0
436,Vasek Pospisil,Filip Krajinovic,0.1100357355568791,-0.008040500297796307,-0.0002977963073258483,0.041840381179273356,-0.03930911256700417,-0.38888888888888884,player2,0,1,1,0,0,1,0
437,Andrey Rublev,Alexander Bublik,-0.12030075187969924,-0.047619047619047616,0.02172096908939014,0.0910609857978279,0.009189640768588136,0.6,player1,0,1,1,0,0,1,0
438,Gael Monfils,Gilles Simon,0.04850361197110423,0.01547987616099071,0.2115583075335397,0.23632610939112486,-0.09081527347781218,0.5238095238095237,player1,0,1,1,0,0,1,0
439,Daniel Evans,Karen Khachanov,-0.015594541910331383,-0.005068226120857701,0.07355425601039633,0.10617283950617284,-0.027160493827160515,-0.5714285714285714,player1,0,1,1,0,0,1,0
440,Roberto Bautista Agut,Pablo Carreno Busta,-0.039272030651340994,-0.006130268199233716,-0.04770114942528736,0.017241379310344807,0.058429118773946354,-0.11111111111111116,player2,0,1,1,0,0,1,0
441,David Goffin,Jannik Sinner,-0.0015696691620381564,0.06930693069306931,-0.06218304757305004,-0.10697899058198507,0.01279884085969571,-0.125,player2,0,1,1,0,0,1,0
442,Felix Auger Aliassime,Grigor Dimitrov,0.062456140350877196,0.024912280701754386,0.03087719298245617,0.11157894736842106,0.08210526315789474,0.3333333333333333,player1,0,1,1,0,0,1,0
443,Stefanos Tsitsipas,Aljaz Bedene,-0.06027934329821122,0.011761823082577796,0.03111982357265375,-0.0029404557706444456,0.050477824062729715,-1.0,player2,0,1,1,0,0,1,0
444,Daniil Medvedev,Vasek Pospisil,0.01520467836257311,0.031578947368421054,-0.004678362573099393,-0.03742690058479531,-0.015204678362573082,-0.43333333333333335,player2,0,1,1,0,0,1,0
445,Tallon Griekspoor,Filip Krajinovic,-0.065,0.03916666666666667,0.05666666666666664,-0.08083333333333337,-0.12916666666666665,-0.4444444444444444,player2,0,1,1,0,0,1,0
446,Alexander Bublik,Gregoire Barrere,0.1649938800489596,0.026560587515299876,-0.16095471236230108,-0.06230110159118735,0.15385556915544676,0.6,player1,0,1,1,0,0,1,0
447,Andrey Rublev,Nikoloz Basilashvili,0.09724238026124819,-0.1509433962264151,0.14900822447992257,0.19206579583938072,0.11901306240928883,0.8,player1,0,1,1,0,0,1,0
448,Joao Sousa,Gael Monfils,-0.02982456140350878,0.015087719298245612,-0.20631578947368429,-0.19684210526315793,0.008070175438596477,0.05555555555555558,player2,0,1,1,0,0,1,0
449,Gilles Simon,Mikhail Kukushkin,0.06717325227963526,-0.008409321175278624,-0.15714285714285714,-0.08480243161094225,0.09341438703140828,-0.4772727272727273,player1,0,1,1,0,0,1,0
450,Daniel Evans,Philipp Kohlschreiber,0.0648791790797749,0.0,-0.08142999006951335,0.019529956967891393,0.12711022840119163,0.5,player1,0,1,1,0,0,1,0
451,Fabio Fognini,Karen Khachanov,-0.12943989071038253,0.04918032786885246,-0.24487704918032788,-0.21687158469945356,-0.02049180327868852,0.42857142857142855,player2,0,1,1,0,0,1,0
452,Roberto Bautista Agut,Marton Fucsovics,-0.06462016244624941,0.00035833731485905573,0.0832537028189202,0.026755852842809402,-0.009197324414715713,0.1964285714285714,player1,0,1,1,0,0,1,0
453,Pablo Carreno Busta,Adrian Mannarino,-0.038340336134453784,0.004026610644257703,0.12211134453781514,0.09427521008403361,-0.018207282913165285,-0.7647058823529411,player1,0,1,1,0,0,1,0
454,Radu Albot,Jannik Sinner,,,,,,,player2,0,1,1,0,0,1,0
455,David Goffin,Robin Haase,-0.042328042328042326,-0.007936507936507936,0.07638888888888884,0.03439153439153442,-0.010251322751322761,-0.08571428571428574,player1,0,1,1,0,0,1,0
456,Grigor Dimitrov,Denis Shapovalov,-0.05391705069124424,0.006912442396313362,-0.03271889400921657,-0.048387096774193505,0.08341013824884791,0.33333333333333337,player1,0,1,1,0,0,1,0
457,Felix Auger Aliassime,Jan Lennard Struff,0.06562847608453837,0.026696329254727473,0.11197626992955134,0.023359288097886566,0.007415647015202073,0.015151515151515138,player1,0,1,1,0,0,1,0
458,Aljaz Bedene,Benoit Paire,0.040703052728954664,-0.03669441874807278,0.14461917977181615,0.1763798951588036,0.02528522972556274,-0.06666666666666665,player1,0,1,1,0,0,1,0
459,Stefanos Tsitsipas,Hubert Hurkacz,0.029591836734693882,-0.04872448979591837,0.06709183673469388,0.10765306122448975,0.018622448979591838,-0.45454545454545453,player1,0,1,1,0,0,1,0
460,Yoshihito Nishioka,Reilly Opelka,-0.2472083172891798,-0.02117828263380824,-0.016172506738544534,-0.18848671544089335,0.11494031574894109,-0.08333333333333337,player2,0,1,1,0,0,1,0
461,Ugo Humbert,Yoshihito Nishioka,0.056338028169014086,-0.03137003841229193,-0.06316688006828852,-0.09261630388390951,0.0326504481434059,-0.25,player2,0,1,1,0,0,1,0
462,Milos Raonic,Reilly Opelka,-0.04444444444444445,-0.04583333333333334,0.032638888888888884,-0.02430555555555558,-0.03125,-0.16666666666666669,player2,0,1,1,0,0,1,0
463,Ugo Humbert,Frances Tiafoe,0.14814814814814814,0.0,0.03935185185185186,0.20370370370370372,0.023148148148148168,0.4,player1,0,1,1,0,0,1,0
464,Yoshihito Nishioka,Brandon Nakashima,-0.05178614241189163,-0.010389195236953568,-0.011987532965715753,-0.029489331095660543,0.08463198273795253,-0.1785714285714286,player1,0,1,1,0,0,1,0
465,Reilly Opelka,Soon Woo Kwon,0.21493027071369974,-0.043478260869565216,0.043068088597210785,0.10951599671862183,-0.006972928630024605,0.5,player1,0,1,1,0,0,1,0
466,Milos Raonic,Steve Johnson,-0.011904761904761904,-0.01984126984126984,0.01984126984126977,0.06349206349206349,0.047619047619047616,-0.2272727272727273,player1,0,1,1,0,0,1,0
467,Frances Tiafoe,Tommy Paul,-0.019657577679137603,0.0011097019657577666,0.040107799619530815,0.05532656943563735,0.015535827520608753,-0.04761904761904767,player1,0,1,1,0,0,1,0
