,player1,player2,ace%,df%,1stIn%,1stWon%,2ndWon%,bpSaved%,label,surface_Clay,surface_Hard,tourney_level_A,tourney_level_G,tourney_level_M,best_of_3,best_of_5
1024,Pedro Martinez,Mikhail Kukushkin,0.07415870378063981,0.034482758620689655,0.17345243041130032,0.35562941420855837,0.00020772746157042554,0.12941176470588234,player1,1,0,0,1,0,0,1
1025,Sebastian Korda,John Isner,-0.046727395411605935,-0.012483130904183529,0.03188259109311742,0.024628879892037825,0.034412955465587064,0.016666666666666607,player1,1,0,0,1,0,0,1
1026,Kei Nishikori,Stefano Travaglia,-0.017723577235772357,-0.0232520325203252,0.07577235772357727,-0.001300813008130064,0.017073170731707332,-0.0625,player2,1,0,0,1,0,0,1
1027,Rafael Nadal,Mackenzie Mcdonald,-0.0027777777777777783,0.02222222222222222,0.01388888888888895,0.21388888888888885,0.061111111111111116,0.875,player1,1,0,0,1,0,0,1
1028,Novak Djokovic,Daniel Elahi Galan,-0.015526164462334673,0.005750431282346178,0.08280621046578485,0.1943645773433007,0.03737780333525015,0.6363636363636364,player1,1,0,0,1,0,0,1
1029,Cristian Garin,Karen Khachanov,-0.020505523937060597,0.023685972547706734,0.04787412119183132,-0.006863073317710078,-0.10696350853699363,0.0,player2,1,0,0,1,0,0,1
1030,Roberto Bautista Agut,Pablo Carreno Busta,-0.0632124943000456,-0.00815093479252166,-0.03391472868217049,-0.11833105335157318,0.04109667122663019,-0.07843137254901955,player2,1,0,0,1,0,0,1
1031,Daniel Altmaier,Matteo Berrettini,-0.012242562929061784,0.02070938215102975,-0.04130434782608694,-0.0035469107551487356,0.06784897025171627,0.42857142857142855,player1,1,0,0,1,0,0,1
1032,Thiago Monteiro,Marton Fucsovics,-0.022695035460992906,-0.022695035460992906,0.09976359338061469,-0.06335697399527185,-0.10330969267139481,0.08333333333333337,player2,1,0,0,1,0,0,1
1033,Andrey Rublev,Kevin Anderson,-0.07958333333333334,-0.07770833333333334,0.0047916666666666385,0.10229166666666667,0.12354166666666666,0.3846153846153846,player1,1,0,0,1,0,0,1
1034,Roberto Carballes Baena,Grigor Dimitrov,-0.15,-0.02581967213114754,0.03934426229508203,-0.10655737704918034,-0.20163934426229507,-0.4,player2,1,0,0,1,0,0,1
1035,Stefanos Tsitsipas,Aljaz Bedene,0.16956018518518517,-0.0625,0.27604166666666663,0.3026620370370371,0.021990740740740727,0.5555555555555556,player1,1,0,0,1,0,0,1
1036,Lorenzo Sonego,Taylor Fritz,-0.0460006224712107,-0.008403361344537815,0.12144413320883907,0.10774976657329594,-0.11833177715530657,0.16666666666666663,player1,1,0,0,1,0,0,1
1037,Diego Schwartzman,Norbert Gombos,-0.028108465608465607,-0.0291005291005291,0.07705026455026454,0.09556878306878308,-0.02447089947089945,0.1450980392156862,player1,1,0,0,1,0,0,1
1038,Stan Wawrinka,Hugo Gaston,0.03446115288220551,-0.006131399928392409,0.05169172932330823,0.011188686000716042,-0.032312925170068035,-0.08683473389355745,player2,1,0,0,1,0,0,1
1039,Dominic Thiem,Casper Ruud,0.04013157894736842,0.021052631578947368,-0.08750000000000002,0.050000000000000044,0.07763157894736844,0.275,player1,1,0,0,1,0,0,1
1040,Marco Cecchinato,Alexander Zverev,-0.11333333333333333,-0.03666666666666667,0.033333333333333326,-0.15333333333333332,-0.04666666666666666,0.038461538461538436,player2,1,0,0,1,0,0,1
1041,Federico Coria,Jannik Sinner,0.018018018018018018,-0.02,0.04171171171171162,-0.06063063063063062,-0.02585585585585587,-0.1388888888888889,player2,1,0,0,1,0,0,1
1042,Pedro Martinez,Sebastian Korda,-0.09876543209876543,0.08421052631578947,-0.09499675113710193,-0.16608187134502927,-0.021832358674463925,-0.20833333333333337,player2,1,0,0,1,0,0,1
1043,Rafael Nadal,Stefano Travaglia,0.01530891197375615,-0.01694915254237288,0.01394204483324224,0.17468562055768183,0.14106068890103882,0.8571428571428572,player1,1,0,0,1,0,0,1
1044,Novak Djokovic,Karen Khachanov,-0.022573134932685493,-0.02480008097985626,-0.05324425549144651,0.0710598238688126,0.06933900192327158,0.1777777777777778,player1,1,0,0,1,0,0,1
1045,Daniel Altmaier,Pablo Carreno Busta,0.007619047619047616,0.0380952380952381,-0.20238095238095233,-0.19809523809523816,0.11095238095238094,-0.08333333333333337,player2,1,0,0,1,0,0,1
1046,Andrey Rublev,Marton Fucsovics,-0.01450646483759066,-0.009894355093030587,-0.05018133081046994,0.006504257332071939,0.057828760643330174,0.2708333333333333,player1,1,0,0,1,0,0,1
1047,Stefanos Tsitsipas,Grigor Dimitrov,0.020476190476190474,-0.0380952380952381,-0.08476190476190482,0.001904761904761909,0.12714285714285717,0.25,player1,1,0,0,1,0,0,1
1048,Lorenzo Sonego,Diego Schwartzman,-0.001167834501167836,0.00884217550884217,-0.026693360026693425,-0.059726393059726435,-0.13213213213213215,-0.2987012987012987,player2,1,0,0,1,0,0,1
1049,Dominic Thiem,Hugo Gaston,0.041655897303351425,0.007409321960885671,0.04859136727836655,0.08546566726975102,-0.03463427242181444,0.13286713286713292,player1,1,0,0,1,0,0,1
1050,Jannik Sinner,Alexander Zverev,-0.006798756798756796,0.004921004921004925,-0.09097384097384098,-0.06662781662781664,0.09188034188034189,0.5833333333333334,player1,1,0,0,1,0,0,1
1051,Rafael Nadal,Sebastian Korda,0.01282051282051282,-0.016591251885369532,0.003016591251885359,0.1583710407239819,0.08371040723981901,0.5606060606060607,player1,1,0,0,1,0,0,1
1052,Novak Djokovic,Pablo Carreno Busta,-0.0115185387131952,0.011382224645583427,-0.13154307524536524,-0.04184841875681572,0.09507906215921483,0.23076923076923084,player1,1,0,0,1,0,0,1
1053,Stefanos Tsitsipas,Andrey Rublev,0.004575163398692808,0.023529411764705882,-0.0091503267973857,0.08366013071895423,0.09019607843137256,0.29166666666666663,player1,1,0,0,1,0,0,1
1054,Dominic Thiem,Diego Schwartzman,0.03214214978920861,-0.01041224570636335,-0.06250176838412125,-0.03842345018815607,-0.008771185241773477,-0.21590909090909094,player2,1,0,0,1,0,0,1
1055,Rafael Nadal,Jannik Sinner,-0.021505376344086023,-0.02194878616561357,-0.02793481875623538,0.045892916528101124,0.06640062077375014,0.4642857142857143,player1,1,0,0,1,0,0,1
1056,Stefanos Tsitsipas,Novak Djokovic,0.00898692810457516,-0.009453781512605043,0.005952380952381042,-0.08485060690943041,0.0038515406162465127,-0.09696969696969693,player2,1,0,0,1,0,0,1
1057,Rafael Nadal,Diego Schwartzman,0.001831501831501832,-0.03571428571428571,0.09706959706959706,0.10103785103785101,0.007631257631257632,0.4166666666666667,player1,1,0,0,1,0,0,1
1058,Rafael Nadal,Novak Djokovic,0.03751803751803751,-0.028499278499278503,-0.011904761904761862,0.10714285714285715,0.06457431457431456,0.18888888888888888,player1,1,0,0,1,0,0,1
1059,Felix Auger Aliassime,Alexander Zverev,-0.004035216434336023,-0.054658840792369774,0.05429200293470282,-0.08070432868672045,-0.11225238444607485,-0.06666666666666665,player2,0,1,1,0,0,1,0
1060,Alexander Zverev,Alejandro Davidovich Fokina,0.136986301369863,0.014780100937274693,-0.05353280461427534,-0.007930785868781542,0.04812545061283344,-0.2142857142857143,player1,0,1,1,0,0,1,0
1061,Roberto Bautista Agut,Felix Auger Aliassime,-0.09090909090909091,-0.04906204906204906,0.04329004329004327,0.021645021645021634,0.04040404040404039,0.0,player2,0,1,1,0,0,1,0
1062,Lloyd Harris,Alexander Zverev,-0.06258480325644505,-0.03341248303934871,0.07903663500678426,-0.026628222523744915,-0.08819538670284938,-0.05555555555555558,player2,0,1,1,0,0,1,0
1063,Dennis Novak,Alejandro Davidovich Fokina,0.056179775280898875,-0.004266818375764474,-0.12459109657232259,-0.0455127293414877,0.0223296828331674,0.038461538461538436,player2,0,1,1,0,0,1,0
1064,Radu Albot,Felix Auger Aliassime,-0.05879059350503919,-0.03751399776035834,-0.016797312430011146,-0.16237402015677493,-0.09742441209406494,0.16666666666666666,player2,0,1,1,0,0,1,0
1065,Hubert Hurkacz,Roberto Bautista Agut,0.10078692493946731,-0.0018159806295399497,-0.014376513317191364,-0.005750605326876546,-0.07021791767554478,-0.24615384615384617,player2,0,1,1,0,0,1,0
1066,Fernando Verdasco,Alexander Zverev,-0.16569200779727095,0.018518518518518517,0.04580896686159841,-0.1452241715399611,-0.1598440545808967,-0.8,player2,0,1,1,0,0,1,0
1067,Steve Johnson,Lloyd Harris,-0.08511697361871577,-0.016177202588352414,-0.07466401194624184,-0.10602289696366352,0.029118964659034324,0.5,player2,0,1,1,0,0,1,0
1068,Benoit Paire,Dennis Novak,0.013898305084745762,0.06779661016949153,-0.22237288135593225,-0.19491525423728812,0.0003389830508474523,0.0,player2,0,1,1,0,0,1,0
1069,Alejandro Davidovich Fokina,Marin Cilic,-0.09894736842105263,0.010526315789473684,0.0836842105263158,0.09526315789473688,-0.04052631578947369,-0.09999999999999998,player1,0,1,1,0,0,1,0
1070,Oscar Otte,Radu Albot,0.022297808012093724,0.03344671201814059,-0.09712773998488289,0.010015117157974318,-0.02003023431594858,-0.24786324786324787,player2,0,1,1,0,0,1,0
1071,Henri Laaksonen,Felix Auger Aliassime,-0.1346153846153846,-0.041835357624831315,0.002024291497975783,-0.13326585695006754,-0.034412955465587064,-0.6,player2,0,1,1,0,0,1,0
1072,Mischa Zverev,Hubert Hurkacz,-0.057971014492753624,0.031314699792960664,-0.06858178053830227,-0.0988612836438923,0.02148033126293994,-0.475,player2,0,1,1,0,0,1,0
1073,Gilles Simon,Roberto Bautista Agut,0.0682374541003672,0.03182374541003672,-0.21756425948592412,-0.08935128518971847,0.05997552019583843,0.15476190476190482,player2,0,1,1,0,0,1,0
1074,Fernando Verdasco,Andy Murray,0.0945945945945946,-0.038546743464776254,0.14045192733717327,0.09105006645990255,0.02237483385024369,0.26262626262626265,player1,0,1,1,0,0,1,0
1075,Lloyd Harris,Kyle Edmund,0.07945402298850575,0.033477011494252876,0.04770114942528736,0.08477011494252873,-0.028591954022988503,0.4181818181818182,player1,0,1,1,0,0,1,0
1076,Steve Johnson,Filip Krajinovic,0.04282051282051282,0.038461538461538464,-0.11051282051282052,-0.10807692307692313,0.036025641025641014,0.4444444444444445,player1,0,1,1,0,0,1,0
1077,Jordan Thompson,Dennis Novak,0.04539007092198581,0.05,0.004255319148936176,-0.08014184397163121,-0.11453900709219858,-0.11363636363636365,player2,0,1,1,0,0,1,0
1078,Alejandro Davidovich Fokina,Emil Ruusuvuori,-0.0024446142093200937,-0.029640947288006106,-0.048128342245989275,0.0635599694423224,-0.03009931245225364,0.3522727272727273,player1,0,1,1,0,0,1,0
1079,Marcos Giron,Marin Cilic,-0.06550802139037434,-0.037655971479500894,0.022727272727272707,-0.08689839572192509,0.024509803921568624,-0.38888888888888895,player2,0,1,1,0,0,1,0
1080,Oscar Otte,Jan Lennard Struff,0.06378539493293592,-0.05812220566318927,0.10283159463487329,0.1171385991058122,0.013114754098360631,0.09999999999999998,player1,0,1,1,0,0,1,0
1081,Radu Albot,Pierre Hugues Herbert,-0.05405405405405406,-0.09605991533702378,0.10859654835558452,0.028329534353630725,-0.021979811136437655,0.05555555555555558,player1,0,1,1,0,0,1,0
1082,Henri Laaksonen,Daniel Altmaier,0.04540983606557378,0.00540983606557377,0.042622950819672156,0.04655737704918034,0.02688524590163935,0.04166666666666663,player1,0,1,1,0,0,1,0
1083,Hubert Hurkacz,Marc Polmans,0.0,-0.07936507936507936,0.031746031746031744,0.06349206349206349,0.047619047619047616,0.09999999999999998,player1,0,1,1,0,0,1,0
1084,John Millman,Mischa Zverev,-0.05172413793103448,-0.013649425287356323,-0.18606321839080453,-0.201867816091954,0.11206896551724138,-0.29545454545454547,player2,0,1,1,0,0,1,0
1085,Gilles Simon,Marton Fucsovics,0.0,0.0,-0.25784313725490193,-0.04411764705882354,0.3127450980392157,-0.038461538461538436,player1,0,1,1,0,0,1,0
1086,Laslo Djere,Marco Cecchinato,0.021841397849462367,0.0010080645161290314,-0.03125,-0.04973118279569888,0.08938172043010752,0.09090909090909094,player1,1,0,1,0,0,1,0
1087,Danilo Petrovic,Marco Cecchinato,-0.04802831142568251,0.043478260869565216,-0.04246713852376138,-0.18402426693629925,-0.12234580384226493,-0.4545454545454546,player2,1,0,1,0,0,1,0
1088,Laslo Djere,Lorenzo Musetti,0.047619047619047616,0.015873015873015872,-0.11111111111111116,0.0,0.09523809523809523,0.3,player1,1,0,1,0,0,1,0
1089,Federico Delbonis,Danilo Petrovic,-0.03241106719367589,0.029249011857707508,-0.048418972332015864,-0.023715415019762875,-0.01758893280632412,-0.9166666666666666,player2,1,0,1,0,0,1,0
1090,Marco Cecchinato,Albert Ramos,0.028985507246376812,-0.0040257648953301115,0.13969404186795487,0.2330917874396135,-0.07689210950080515,-0.18181818181818177,player1,1,0,1,0,0,1,0
1091,Yannick Hanfmann,Lorenzo Musetti,0.011396011396011395,0.005698005698005697,-0.017094017094017033,-0.07122507122507121,-0.005698005698005715,-0.6515151515151516,player2,1,0,1,0,0,1,0
1092,Laslo Djere,Jiri Vesely,-0.031189083820662766,0.0009746588693957114,-0.033138401559454134,-0.024366471734892703,0.11695906432748537,1.0,player1,1,0,1,0,0,1,0
1093,Danilo Petrovic,Roberto Carballes Baena,0.0655072463768116,0.1,-0.12115942028985505,0.09014492753623188,0.049565217391304345,0.0714285714285714,player1,1,0,1,0,0,1,0
1094,Pablo Andujar,Federico Delbonis,-0.017657342657342655,0.03251748251748253,-0.030069930069930084,-0.04265734265734261,0.04685314685314687,-0.170940170940171,player2,1,0,1,0,0,1,0
1095,Albert Ramos,Corentin Moutet,0.043478260869565216,-0.03826086956521739,0.013913043478260834,0.2017391304347826,0.010434782608695653,-0.4444444444444444,player1,1,0,1,0,0,1,0
1096,Tommy Paul,Marco Cecchinato,-0.005128205128205124,0.015384615384615385,-0.019230769230769273,-0.1371794871794872,0.015384615384615385,-0.6666666666666666,player2,1,0,1,0,0,1,0
1097,Andrea Pellegrino,Lorenzo Musetti,-0.043478260869565216,-0.043478260869565216,0.06630434782608696,-0.175,-0.1141304347826087,-0.8,player2,1,0,1,0,0,1,0
1098,Casper Ruud,Yannick Hanfmann,-0.0392156862745098,0.06521739130434782,-0.11892583120204603,-0.20758738277919864,-0.022165387894288152,-0.7142857142857143,player2,1,0,1,0,0,1,0
1099,Lorenzo Sonego,Jiri Vesely,-0.020380434782608696,0.03872282608695652,-0.01970108695652173,-0.026494565217391297,-0.15692934782608697,0.625,player2,1,0,1,0,0,1,0
1100,Dusan Lajovic,Laslo Djere,-0.015625,0.011041666666666668,0.07062500000000005,0.04520833333333335,-0.13229166666666667,0.1428571428571429,player2,1,0,1,0,0,1,0
1101,Federico Coria,Roberto Carballes Baena,0.027777777777777776,0.027777777777777776,-0.2119175627240144,-0.12096774193548387,0.044802867383512524,0.12121212121212122,player2,1,0,1,0,0,1,0
1102,Federico Delbonis,Andreas Seppi,0.02663159625184942,-0.012329442709189543,0.04076935722505337,0.06279796153213874,0.0069044879171461515,0.33333333333333337,player1,1,0,1,0,0,1,0
1103,Jozef Kovalik,Pablo Andujar,0.0375,-0.022201492537313433,-0.034514925373134275,-0.11026119402985074,0.008395522388059712,-0.11428571428571432,player2,1,0,1,0,0,1,0
1104,Frances Tiafoe,Corentin Moutet,-0.025974025974025976,0.021495745633676667,-0.10061203164651444,-0.15718763994626062,0.05105239587998209,-0.034965034965035,player2,1,0,1,0,0,1,0
1105,Marco Cecchinato,Gianluca Mager,0.043176328502415456,-0.051630434782608696,0.11322463768115942,0.12288647342995174,0.007246376811594207,-0.2272727272727273,player1,1,0,1,0,0,1,0
1106,Tommy Paul,Andrej Martin,0.0203921568627451,0.01858823529411765,0.027764705882352914,0.0452549019607843,-0.010274509803921583,0.011904761904761973,player1,1,0,1,0,0,1,0
1107,Lorenzo Musetti,Pablo Cuevas,0.04028589993502274,-0.005458089668615981,0.171150097465887,0.10188434048083173,-0.07160493827160491,0.0892857142857143,player1,1,0,1,0,0,1,0
1108,Andrea Pellegrino,Stefano Travaglia,-0.017803030303030303,0.009595959595959595,0.12664141414141417,0.10656565656565659,-0.05921717171717171,0.05555555555555558,player1,1,0,1,0,0,1,0
1109,Salvatore Caruso,Yannick Hanfmann,-0.058823529411764705,-0.0058823529411764705,-0.07450980392156858,-0.17058823529411765,0.0009803921568627416,-0.5714285714285714,player2,1,0,1,0,0,1,0
1110,Lorenzo Sonego,Giulio Zeppieri,0.03701298701298701,-0.05194805194805195,-0.0696969696969697,0.012121212121212144,0.14047619047619048,-0.033333333333333326,player1,1,0,1,0,0,1,0
1111,Kamil Majchrzak,Jiri Vesely,-0.13154761904761905,0.04285714285714286,-0.1863095238095238,-0.24821428571428572,0.06845238095238093,0.4444444444444444,player2,1,0,1,0,0,1,0
1112,Laslo Djere,Sumit Nagal,0.046511627906976744,0.012028869286287089,-0.07898957497995185,0.11507618283881316,0.1343223736968725,0.38095238095238093,player1,1,0,1,0,0,1,0
1113,Andrey Rublev,Borna Coric,0.009490940465918904,-0.036238136324417594,-0.06449525452976701,-0.01488352027610007,0.14710957722174287,0.33333333333333337,player1,0,1,1,0,0,1,0
1114,Milos Raonic,Borna Coric,0.2200956937799043,0.0171451355661882,0.037081339712918604,0.01315789473684209,-0.032695374800637944,-0.35,player2,0,1,1,0,0,1,0
1115,Andrey Rublev,Denis Shapovalov,-0.017166344294003877,-0.06963249516441006,0.04883945841392645,0.057543520309477736,-0.025870406189555134,0.2333333333333334,player1,0,1,1,0,0,1,0
1116,Borna Coric,Reilly Opelka,-0.12418300653594772,-0.014705882352941176,0.16013071895424835,0.196078431372549,0.023420479302832226,0.5,player1,0,1,1,0,0,1,0
1117,Karen Khachanov,Milos Raonic,-0.17085020242914978,0.015384615384615385,0.0037786774628879582,-0.1524966261808367,-0.05236167341430498,-0.4,player2,0,1,1,0,0,1,0
1118,Cameron Norrie,Andrey Rublev,0.0025000000000000022,0.125,-0.019166666666666665,-0.16999999999999998,-0.03166666666666665,-0.4545454545454546,player2,0,1,1,0,0,1,0
1119,Stan Wawrinka,Denis Shapovalov,-0.06701754385964913,-0.08017543859649123,-0.06140350877192979,-0.12578947368421056,0.06456140350877192,-0.2321428571428571,player2,0,1,1,0,0,1,0
1120,Daniil Medvedev,Reilly Opelka,-0.02660406885758998,0.00796699388248684,-0.057049366908521915,0.028026746336605513,0.11424100156494524,-0.2777777777777778,player2,0,1,1,0,0,1,0
1121,Roman Safiullin,Borna Coric,-0.05333333333333334,-0.02484848484848485,-0.07575757575757569,-0.1618181818181818,0.09575757575757576,-0.25,player2,0,1,1,0,0,1,0
1122,Aslan Karatsev,Karen Khachanov,-0.07129433873619921,0.06060606060606061,-0.18863049095607232,-0.1525722339675828,0.0392295043457834,0.16666666666666669,player2,0,1,1,0,0,1,0
1123,Alexander Bublik,Milos Raonic,0.025235404896421842,0.027495291902071565,-0.006026365348399287,-0.09792843691148778,-0.0583804143126177,-0.75,player2,0,1,1,0,0,1,0
1124,Cameron Norrie,Miomir Kecmanovic,0.01547897196261682,0.02329147196261682,0.02460572429906538,0.036068925233644855,0.013507593457943917,0.0802139037433155,player1,0,1,1,0,0,1,0
1125,Andrey Rublev,Ugo Humbert,-0.024859287054409,-0.03330206378986867,-0.022983114446529118,0.060272045028142596,0.05863039399624767,0.08333333333333331,player1,0,1,1,0,0,1,0
1126,Stan Wawrinka,Evgeny Donskoy,0.07840663302090843,-0.0010814708002883922,0.05461427541456376,0.08795962509012256,0.0061283345349675555,0.10606060606060608,player1,0,1,1,0,0,1,0
1127,Denis Shapovalov,Ilya Ivashka,0.12713387241689128,0.013926325247079964,-0.02605570530098833,0.07996406109613652,0.03683737646001797,0.4285714285714286,player1,0,1,1,0,0,1,0
1128,Daniil Medvedev,Richard Gasquet,0.3548387096774194,0.012242518460940537,0.03478429848425957,0.10260396424407303,0.10124368441507968,0.3333333333333333,player1,0,1,1,0,0,1,0
1129,Nino Serdarusic,Reilly Opelka,-0.24484629294755877,0.06329113924050633,-0.18915009041591324,-0.1936708860759493,0.11030741410488248,0.3333333333333333,player2,0,1,1,0,0,1,0
1130,Roman Safiullin,Emilio Gomez,0.00032679738562091387,0.0,-0.04705882352941182,0.09901960784313724,0.1418300653594771,-0.5555555555555556,player1,0,1,1,0,0,1,0
1131,Feliciano Lopez,Borna Coric,-0.057665260196905765,0.032114392873886545,-0.15846225972808248,-0.19338959212376938,-0.01969057665260196,-0.4,player2,0,1,1,0,0,1,0
1132,James Duckworth,Karen Khachanov,0.03446115288220551,-0.018170426065162906,-0.0457393483709273,-0.07800751879699253,-0.05733082706766918,0.0,player2,0,1,1,0,0,1,0
1133,Tennys Sandgren,Aslan Karatsev,-0.009831029185867896,-0.015668202764976956,-0.014132104454685046,-0.07803379416282641,0.031643625192012304,-0.0714285714285714,player2,0,1,1,0,0,1,0
1134,Alexander Bublik,Mackenzie Mcdonald,0.19854171647143198,0.05259383217786277,-0.10207984699976091,-0.018049246951948317,0.0022710972985895417,0.3333333333333333,player1,0,1,1,0,0,1,0
1135,Milos Raonic,J J Wolf,0.3088235294117647,-0.014925373134328358,0.12357330992098337,0.15583845478489905,0.011852502194907799,0.33333333333333337,player1,0,1,1,0,0,1,0
1136,Taylor Fritz,Cameron Norrie,-0.0017543859649122862,-0.05263157894736842,-0.18097165991902842,-0.06842105263157894,0.08704453441295548,-0.6666666666666666,player2,0,1,1,0,0,1,0
1137,Mikhail Kukushkin,Miomir Kecmanovic,-0.017227564102564097,-0.00440705128205128,0.0608974358974359,0.008814102564102588,-0.07171474358974358,-0.35,player2,0,1,1,0,0,1,0
1138,Pavel Kotov,Ugo Humbert,0.023998989516230893,0.011999494758115447,-0.050650498926360976,-0.10319565491979282,0.007578628268283455,-0.0357142857142857,player2,0,1,1,0,0,1,0
1139,Vasek Pospisil,Andrey Rublev,0.07301136363636364,0.010511363636363638,0.048295454545454586,-0.09772727272727272,-0.05937500000000001,-0.05769230769230771,player2,0,1,1,0,0,1,0
1140,Daniel Evans,Stan Wawrinka,-0.03460176991150443,0.017699115044247787,0.01026548672566363,-0.01982300884955751,0.018141592920354,0.23809523809523808,player2,0,1,1,0,0,1,0
1141,Evgeny Donskoy,Egor Gerasimov,-0.07823613086770981,-0.02524893314366998,-0.011735419630156452,0.02418207681365575,0.005334281650071132,-0.125,player1,0,1,1,0,0,1,0
1142,Adrian Mannarino,Ilya Ivashka,0.038582060321190756,0.04054054054054054,-0.2671367019193106,-0.14042303172737958,0.07324716020368195,0.5555555555555556,player2,0,1,1,0,0,1,0
1143,Viktor Troicki,Denis Shapovalov,-0.1345189238486092,-0.00364797081623347,0.09393524851801183,-0.12676698586411306,-0.06839945280437756,-1.0,player2,0,1,1,0,0,1,0
1144,Alexander Zverev,Diego Schwartzman,0.2,-0.09090909090909091,0.04444444444444451,0.1515151515151515,0.08686868686868687,0.625,player1,0,1,1,0,0,1,0
1145,Jannik Sinner,Alexander Zverev,-0.07221415231375804,0.006017846026146495,0.01162066818842089,-0.091305250051878,0.041087362523345106,-0.19642857142857145,player2,0,1,1,0,0,1,0
1146,Felix Auger Aliassime,Diego Schwartzman,0.046511627906976744,0.07261509254864737,-0.07759848125296631,0.018984337921214955,0.0009492168960607561,-0.5272727272727273,player2,0,1,1,0,0,1,0
1147,Adrian Mannarino,Alexander Zverev,-0.11822026107740392,-0.0377826806398235,-0.08549365692222832,-0.1264019121161979,0.03612796469939328,-0.07792207792207795,player2,0,1,1,0,0,1,0
1148,Jannik Sinner,Gilles Simon,-0.01541546559719263,0.007143752349918537,0.12181977691440038,0.06968291765885448,-0.0468730417345532,0.5619047619047619,player1,0,1,1,0,0,1,0
1149,Felix Auger Aliassime,Yoshihito Nishioka,0.13107708836959442,0.0547945205479452,0.08299758259468171,0.11281224818694596,-0.04539349986569971,0.06666666666666665,player1,0,1,1,0,0,1,0
1150,Alejandro Davidovich Fokina,Diego Schwartzman,0.010638297872340425,0.031914893617021274,-0.06567375886524829,-0.05163120567375884,-0.0002836879432624173,0.24444444444444446,player2,0,1,1,0,0,1,0
1151,Alexander Zverev,John Millman,0.0625,0.125,-0.04416666666666669,0.07166666666666671,0.04333333333333332,0.657142857142857,player1,0,1,1,0,0,1,0
1152,Miomir Kecmanovic,Adrian Mannarino,-0.07142857142857144,-0.005714285714285715,0.008571428571428563,-0.17428571428571432,-0.022857142857142854,-0.10769230769230775,player2,0,1,1,0,0,1,0
1153,Gilles Simon,Denis Shapovalov,-0.017417417417417418,-0.10390390390390389,0.1351351351351351,0.17297297297297298,-0.026726726726726713,0.10989010989010983,player1,0,1,1,0,0,1,0
1154,Jannik Sinner,Pierre Hugues Herbert,0.038461538461538464,-0.057692307692307696,0.13461538461538458,0.13461538461538464,0.03846153846153845,0.41666666666666663,player1,0,1,1,0,0,1,0
1155,Jan Lennard Struff,Yoshihito Nishioka,0.038892480068950665,0.023163111398405517,-0.15287653522947642,-0.085972850678733,0.07035121741004094,0.11111111111111116,player2,0,1,1,0,0,1,0
1156,Felix Auger Aliassime,Egor Gerasimov,0.08289473684210527,-0.013157894736842105,0.060964912280701666,0.03728070175438597,-0.06315789473684208,0.19999999999999996,player1,0,1,1,0,0,1,0
1157,Alejandro Davidovich Fokina,Steve Johnson,-0.12547452547452548,0.04955044955044954,0.020979020979020935,0.09830169830169827,-0.03356643356643357,0.04166666666666663,player1,0,1,1,0,0,1,0
1158,Oscar Otte,Diego Schwartzman,-0.01876513317191283,0.015133171912832935,-0.08171912832929773,-0.17524213075060535,-0.01361985472154964,-0.5,player2,0,1,1,0,0,1,0
1159,Fernando Verdasco,John Millman,0.0375,0.05384615384615385,0.0,-0.05192307692307696,-0.10673076923076924,-0.17460317460317454,player2,0,1,1,0,0,1,0
1160,Sumit Nagal,Miomir Kecmanovic,-0.08398415393322015,0.021505376344086023,-0.08319185059422751,-0.09779286926994907,0.014601018675721555,-0.010101010101010166,player2,0,1,1,0,0,1,0
1161,Alexei Popyrin,Adrian Mannarino,0.010671936758893281,0.04703557312252964,-0.016996047430830052,-0.09604743083003947,-0.03675889328063241,-0.8,player2,0,1,1,0,0,1,0
1162,Jordan Thompson,Gilles Simon,-0.0669398907103825,-0.0005464480874316918,0.18879781420765024,0.026229508196721263,-0.18579234972677594,-0.41666666666666663,player2,0,1,1,0,0,1,0
1163,Pierre Hugues Herbert,Tennys Sandgren,-0.07045880149812735,-0.006320224719101125,-0.06647940074906367,-0.02422752808988765,0.05887172284644193,-0.011363636363636354,player1,0,1,1,0,0,1,0
1164,Jannik Sinner,James Duckworth,-0.045454545454545456,-0.045454545454545456,0.20357833655705992,0.28191489361702127,0.03239845261121857,0.7142857142857143,player1,0,1,1,0,0,1,0
1165,Jan Lennard Struff,Marco Cecchinato,0.15297138664710197,0.008070432868672046,-0.09391049156272935,0.14453411592076298,0.07887013939838591,0.33333333333333337,player1,0,1,1,0,0,1,0
1166,Kyle Edmund,Yoshihito Nishioka,0.18181818181818182,0.07272727272727272,-0.17585227272727277,-0.10511363636363635,-0.04204545454545455,-0.4444444444444444,player2,0,1,1,0,0,1,0
1167,Egor Gerasimov,Daniel Altmaier,-0.05326086956521739,-0.006521739130434787,0.036956521739130443,0.04456521739130431,0.27608695652173915,0.625,player1,0,1,1,0,0,1,0
1168,Marin Cilic,Steve Johnson,0.001831501831501825,0.010073260073260072,0.0347985347985349,0.022893772893772923,-0.09523809523809523,-0.11111111111111116,player2,0,1,1,0,0,1,0
1169,Alejandro Davidovich Fokina,Damir Dzumhur,0.026041666666666668,-0.026041666666666664,0.04166666666666663,0.026041666666666685,0.07291666666666667,0.6888888888888889,player1,0,1,1,0,0,1,0
