,player1,player2,ace%,df%,1stIn%,1stWon%,2ndWon%,bpSaved%,label,surface_Clay,surface_Grass,surface_Hard,tourney_level_A,tourney_level_G,tourney_level_M,best_of_3,best_of_5
95,Jarkko Nieminen,Pablo Andujar,0.04993946731234867,0.03389830508474576,-0.08898305084745761,-0.058414043583535136,-0.14558111380145278,-0.36363636363636365,player2,0,0,1,1,0,0,1,0
96,Marinko Matosevic,Simone Bolelli,-0.04444444444444445,0.06666666666666667,-0.1333333333333333,-0.19999999999999996,0.0,-1.0,player2,0,0,1,1,0,0,1,0
97,Fabio Fognini,Juan Martin del Potro,-0.03555555555555556,0.03604938271604938,-0.14518518518518525,-0.2227160493827161,0.07259259259259257,-0.16666666666666663,player2,0,0,1,1,0,0,1,0
98,Pablo Cuevas,Mikhail Kukushkin,-0.007289038407625459,0.03728623493131483,-0.000841042893187538,0.03602467059153347,-0.09433697785253717,-0.2321428571428571,player2,0,0,1,1,0,0,1,0
99,Vasek Pospisil,Julien Benneteau,-0.025850640742377376,0.0410958904109589,-0.102076889085285,-0.1374281926646045,-0.02275740167918694,-0.1428571428571429,player2,0,0,1,1,0,0,1,0
100,Leonardo Mayer,Jerzy Janowicz,0.025178253119429575,0.006684491978609625,-0.0806595365418894,0.017602495543671992,0.009581105169340465,0.30000000000000004,player1,0,0,1,1,0,0,1,0
101,Gilles Muller,Jeremy Chardy,-0.08443877551020407,-0.039795918367346944,0.005357142857142949,-0.010204081632653073,-0.0788265306122449,-0.08333333333333337,player1,0,0,1,1,0,0,1,0
102,Bernard Tomic,Philipp Kohlschreiber,0.04732762137902896,0.017543859649122806,0.03875968992248058,0.05548755609955125,-0.04528763769889843,0.5,player1,0,0,1,1,0,0,1,0
103,Pablo Andujar,Viktor Troicki,-0.15356795103630547,0.04228682709695368,0.06607316733899016,-0.06009180692724997,-0.03936569759354569,0.0,player2,0,0,1,1,0,0,1,0
104,David Goffin,Simone Bolelli,-0.028061224489795922,0.0663265306122449,-0.11224489795918369,-0.13265306122448978,-0.030612244897959162,-0.5,player2,0,0,1,1,0,0,1,0
105,Mikhail Kukushkin,Juan Martin del Potro,-0.1420940170940171,0.01282051282051282,-0.09401709401709402,-0.12286324786324787,0.12820512820512822,0.0,player1,0,0,1,1,0,0,1,0
106,Julien Benneteau,Leonardo Mayer,-0.13675601999091322,-0.009995456610631531,0.051794638800545245,-0.06133575647432987,-0.007723761926397094,-1.0,player2,0,0,1,1,0,0,1,0
107,Bernard Tomic,Gilles Muller,-0.12879102617366017,0.011494252873563218,-0.036560033236393896,-0.08904583852651982,0.039883672621520566,0.0,player2,0,0,1,1,0,0,1,0
108,Simone Bolelli,Viktor Troicki,-0.1781727986771393,0.025423728813559324,0.03265812319140138,-0.12401818933443565,0.0024803637866886996,0.4523809523809524,player2,0,0,1,1,0,0,1,0
109,Leonardo Mayer,Mikhail Kukushkin,0.059342723004694835,0.015586854460093894,0.2212206572769953,0.1047887323943662,-0.15173708920187792,-0.33333333333333337,player2,0,0,1,1,0,0,1,0
110,Viktor Troicki,Gilles Muller,0.07352941176470587,-0.01998491704374057,0.06598793363499245,0.14668174962292613,-0.04336349924585217,0.4285714285714286,player1,0,0,1,1,0,0,1,0
111,Viktor Troicki,Mikhail Kukushkin,0.263000852514919,0.043478260869565216,0.10528559249786873,0.23401534526854223,0.014919011082693945,0.3,player1,0,0,1,1,0,0,1,0
112,Michael Venus,Alejandro Gonzalez,0.09980657640232109,0.03481624758220503,-0.12301740812379108,-0.09845261121856863,0.08878143133462282,0.32727272727272727,player1,0,0,1,1,0,0,1,0
113,Albert Ramos,Paolo Lorenzi,-0.07272727272727272,-0.01818181818181818,-0.036363636363636376,0.054545454545454564,0.03636363636363635,0.75,player1,0,0,1,1,0,0,1,0
114,Yen Hsun Lu,Juan Monaco,-0.0006097560975609762,0.012195121951219513,-0.139329268292683,-0.047256097560975596,0.0948170731707317,0.010101010101010166,player1,0,0,1,1,0,0,1,0
115,Federico Delbonis,Adrian Mannarino,-0.031081081081081083,-0.002027027027027027,-0.021621621621621623,-0.2594594594594595,-0.09121621621621623,0.3333333333333333,player2,0,0,1,1,0,0,1,0
116,Jose Rubin Statham,Alejandro Falla,-0.01693889897156685,0.017846339987900785,0.06352087114337568,-0.0970961887477314,0.03781004234724741,0.09523809523809523,player2,0,0,1,1,0,0,1,0
117,Santiago Giraldo,Kenny De Schepper,-0.0625,0.05084745762711865,-0.05773305084745761,-0.04766949152542371,-0.0858050847457627,-0.275,player2,0,0,1,1,0,0,1,0
118,Steve Johnson,Joao Sousa,0.038786764705882354,0.01948529411764706,-0.1237132352941176,-0.036948529411764686,0.1479779411764706,-0.0714285714285714,player1,0,0,1,1,0,0,1,0
119,Borna Coric,Pablo Carreno Busta,-0.10013262599469495,-0.003978779840848809,0.039787798408488007,-0.07095490716180375,-0.058355437665782495,-0.5,player2,0,0,1,1,0,0,1,0
120,Jan Lennard Struff,Dominic Thiem,0.04932920536635706,-0.009081527347781218,0.11413828689370475,0.12435500515995868,-0.06542827657378739,0.32142857142857145,player1,0,0,1,1,0,0,1,0
121,Guillermo Garcia Lopez,Diego Schwartzman,0.039212007504690435,0.011632270168855527,-0.07242026266416512,-0.03996247654784241,-0.09924953095684803,0.1517857142857143,player2,0,0,1,1,0,0,1,0
122,Donald Young,Go Soeda,0.06741242272593465,0.013688548719458345,0.11922284368560498,0.15749190462172508,-0.061819252281424764,0.33333333333333337,player1,0,0,1,1,0,0,1,0
123,Jiri Vesely,Thomaz Bellucci,0.027941844616083608,0.028169014084507043,-0.007269422989550245,0.021126760563380254,0.04588823262153566,0.5,player1,0,0,1,1,0,0,1,0
124,Michael Venus,Lucas Pouille,-0.04174573055028463,0.017552182163187855,-0.05313092979127132,-0.04838709677419356,0.02134724857685011,-0.5,player2,0,0,1,1,0,0,1,0
125,Albert Ramos,Yen Hsun Lu,-0.023569915254237295,-0.019597457627118647,0.16207627118644063,0.1114936440677966,-0.049788135593220345,0.4285714285714286,player1,0,0,1,1,0,0,1,0
126,Adrian Mannarino,Roberto Bautista Agut,0.05476190476190476,-0.05714285714285714,-0.24047619047619045,0.03214285714285714,0.31547619047619047,0.5,player1,0,0,1,1,0,0,1,0
127,Alejandro Falla,Kenny De Schepper,-0.02547169811320754,-0.02327044025157233,-0.052515723270440184,0.03270440251572326,0.0679245283018868,0.5,player1,0,0,1,1,0,0,1,0
128,Pablo Carreno Busta,Steve Johnson,-0.0694535878867676,-0.0005486065393899512,0.04015799868334424,-0.08591178406846611,-0.033026113671274976,-0.4,player2,0,0,1,1,0,0,1,0
129,Jan Lennard Struff,Kevin Anderson,0.049141117634268316,-0.0410958904109589,-0.16329636877582088,-0.12807131985214176,0.030441400304414,-0.30000000000000004,player2,0,0,1,1,0,0,1,0
130,Donald Young,Diego Schwartzman,0.09102379235760634,0.025234318673395817,-0.051730353280461494,-0.002523431867339554,0.04397981254506128,0.08333333333333331,player1,0,0,1,1,0,0,1,0
131,Jiri Vesely,Ernests Gulbis,-0.03532671438466867,-0.011775571461556222,-0.05287462479796812,0.04594781805587622,0.1329946894481644,-0.42857142857142855,player1,0,0,1,1,0,0,1,0
132,Lucas Pouille,Albert Ramos,0.09090909090909091,-0.06818181818181818,0.045454545454545414,0.06818181818181818,0.11363636363636362,0.75,player1,0,0,1,1,0,0,1,0
133,Adrian Mannarino,Alejandro Falla,0.06765327695560254,0.09038054968287526,-0.03699788583509511,0.15169133192389006,0.11152219873150107,0.16666666666666663,player1,0,0,1,1,0,0,1,0
134,Kevin Anderson,Steve Johnson,0.11839708561020038,0.010564663023679418,-0.04371584699453546,0.09071038251366115,0.0681238615664845,-0.2777777777777778,player1,0,0,1,1,0,0,1,0
135,Jiri Vesely,Donald Young,0.16750841750841752,-0.06986531986531985,0.13047138047138052,0.19781144781144788,0.0378787878787879,0.4444444444444444,player1,0,0,1,1,0,0,1,0
136,Lucas Pouille,Adrian Mannarino,0.06124661246612466,0.007859078590785912,0.0013550135501355642,-0.06449864498644986,0.013821138211382117,-0.08333333333333331,player2,0,0,1,1,0,0,1,0
137,Jiri Vesely,Kevin Anderson,0.04848484848484849,0.01818181818181818,0.1106060606060606,0.16060606060606059,-0.05909090909090911,0.0,player1,0,0,1,1,0,0,1,0
138,Jiri Vesely,Adrian Mannarino,0.20833333333333331,-0.041666666666666664,0.0625,0.14583333333333331,0.0625,0.23809523809523808,player1,0,0,1,1,0,0,1,0
139,Aljaz Bedene,Novak Djokovic,0.033565637889347175,-0.004266818375764474,-0.06272223012373768,-0.16370359835016352,-0.024178637462665353,-0.5,player2,0,0,1,0,1,0,0,1
140,Albert Ramos,Andrey Kuznetsov,-0.053154205607476634,-0.004745911214953272,0.1039719626168224,0.05308119158878499,-0.09725467289719626,-0.32142857142857145,player2,0,0,1,0,1,0,0,1
141,Go Soeda,Elias Ymer,0.002953203089504773,-0.010540663334847798,-0.004952294411631031,-0.020308950477055887,0.038845979100408906,0.1428571428571429,player1,0,0,1,0,1,0,0,1
142,Fernando Verdasco,James Ward,0.05610428005106498,0.015722636565208628,0.04683195592286493,0.10723644426526913,-0.02680911106631728,0.09523809523809523,player1,0,0,1,0,1,0,0,1
143,Jimmy Wang,John Isner,-0.2993730407523511,-0.016300940438871474,-0.0690700104493207,-0.19101358411703245,0.04764890282131659,-0.2857142857142857,player2,0,0,1,0,1,0,0,1
144,Andreas Haider Maurer,Laurent Lokoli,0.007238442822384429,0.029136253041362532,-0.1850973236009733,-0.05985401459854012,0.1436131386861314,0.125,player1,0,0,1,0,1,0,0,1
