,player1,player2,ace%,df%,1stIn%,1stWon%,2ndWon%,bpSaved%,label,surface_Clay,surface_Grass,surface_Hard,tourney_level_A,tourney_level_G,tourney_level_M,best_of_3,best_of_5
0,Mikhail Kukushkin,Denis Istomin,-0.09828217403548296,0.04477611940298507,-0.06646015206983946,-0.012109264995775859,0.07209236834694449,0.4285714285714286,player1,0,0,1,1,0,0,1,0
1,Dusan Lajovic,Radek Stepanek,-0.0625,0.0018115942028985518,0.022644927536231818,-0.048913043478260865,-0.15942028985507245,-0.5,player2,0,0,1,1,0,0,1,0
2,Bernard Tomic,Nicolas Mahut,0.05559322033898305,-0.02,-0.003728813559321975,0.054576271186440706,0.037288135593220334,0.30000000000000004,player1,0,0,1,1,0,0,1,0
3,Oliver Anderson,Ivan Dodig,-0.16679748822605966,-0.02158555729984301,-0.035321821036106815,-0.06671899529042385,-0.09222919937205654,-0.5,player2,0,0,1,1,0,0,1,0
4,Lucas Pouille,Yoshihito Nishioka,0.1456140350877193,-0.0039473684210526334,0.14035087719298245,0.20789473684210524,-0.09210526315789475,-0.30000000000000004,player1,0,0,1,1,0,0,1,0
5,Thomaz Bellucci,David Goffin,0.053429027113237645,-0.03987240829346092,0.0797448165869219,-0.024720893141945754,-0.05342902711323763,0.19999999999999996,player2,0,0,1,1,0,0,1,0
6,James Duckworth,Dominic Thiem,0.10053763440860215,-0.01424731182795699,-0.14838709677419354,-0.09341397849462363,0.017069892473118242,0.16666666666666663,player2,0,0,1,1,0,0,1,0
7,John Patrick Smith,Denis Kudla,0.06672038678485093,-0.005801772763900079,-0.1321514907332796,-0.19903303787268328,0.03384367445608383,-0.17500000000000004,player2,0,0,1,1,0,0,1,0
8,Sam Groth,Hyeon Chung,0.10355512067840836,-0.0053816046966731895,-0.03848662752772336,-0.01516634050880622,-0.07273320287018917,0.2272727272727273,player2,0,0,1,1,0,0,1,0
9,Gilles Simon,Grigor Dimitrov,-0.07678741012074344,-0.0411070411070411,0.036494369827703155,-0.04884004884004883,-0.04639804639804637,-0.2571428571428571,player2,0,0,1,1,0,0,1,0
10,Steve Johnson,Viktor Troicki,-0.005184331797235021,-0.03571428571428571,-0.07488479262672809,-0.1774193548387097,-0.006336405529953931,0.16666666666666669,player2,0,0,1,1,0,0,1,0
11,Benjamin Mitchell,Tobias Kamke,0.05084745762711865,0.05084745762711865,0.016949152542372836,-0.0847457627118644,-0.05084745762711865,-0.375,player2,0,0,1,1,0,0,1,0
12,Mikhail Kukushkin,Kei Nishikori,-0.03024307518371961,-0.03278688524590164,-0.035048049745618925,-0.0788581119276427,-0.040700960994912355,-0.261904761904762,player2,0,0,1,1,0,0,1,0
13,Radek Stepanek,Bernard Tomic,-0.03582554517133957,0.03795704213805542,-0.06738809640924748,0.013444827020823058,0.0191014920478767,0.16666666666666663,player2,0,0,1,1,0,0,1,0
14,Milos Raonic,Ivan Dodig,0.05037735849056603,0.02716981132075472,-0.07509433962264156,0.011132075471698144,0.04698113207547169,0.30000000000000004,player1,0,0,1,1,0,0,1,0
15,David Goffin,Lucas Pouille,-0.02481542247744052,-0.026866283839212468,0.005742411812961423,0.010254306808859692,-0.009023789991796566,-0.5681818181818182,player2,0,0,1,1,0,0,1,0
16,Dominic Thiem,Denis Kudla,0.15555555555555556,-0.01944444444444444,0.17083333333333328,0.22638888888888892,0.011111111111111127,0.6,player1,0,0,1,1,0,0,1,0
17,Hyeon Chung,Marin Cilic,-0.17047509452572743,-0.013644583264836429,0.061482820976491936,-0.024823277987834957,-0.017918790070688806,0.0,player2,0,0,1,1,0,0,1,0
18,Viktor Troicki,Grigor Dimitrov,-0.0019230769230769301,-0.02585470085470086,0.03504273504273503,-0.010897435897435914,-0.022008547008546986,-0.04761904761904767,player2,0,0,1,1,0,0,1,0
19,Roger Federer,Tobias Kamke,0.006521739130434787,-0.06195652173913043,-0.036956521739130443,0.12391304347826088,0.16956521739130434,0.8333333333333334,player1,0,0,1,1,0,0,1,0
20,Bernard Tomic,Kei Nishikori,0.08480608738340696,-0.02540500736377025,0.020127638684339644,0.04725085910652921,-0.04455081001472755,0.027272727272727337,player1,0,0,1,1,0,0,1,0
21,Lucas Pouille,Milos Raonic,-0.14857744994731298,-0.022128556375131725,0.03134878819810327,-0.06717597471022135,-0.10748155953635408,0.625,player2,0,0,1,1,0,0,1,0
22,Dominic Thiem,Marin Cilic,-0.04081632653061225,-0.02040816326530612,0.12414965986394555,0.06972789115646255,-0.037414965986394544,-0.875,player1,0,0,1,1,0,0,1,0
23,Grigor Dimitrov,Roger Federer,-0.007414272474513428,0.007182576459684894,-0.030352177942539416,-0.09986098239110286,-0.02699258572752547,0.7272727272727273,player2,0,0,1,1,0,0,1,0
24,Bernard Tomic,Milos Raonic,-0.0455093429776974,-0.0022603978300180863,0.022603978300180905,-0.018233875828812585,-0.05003013863773359,0.0,player2,0,0,1,1,0,0,1,0
25,Dominic Thiem,Roger Federer,-0.08608534322820037,0.07272727272727272,0.01261595547309835,-0.14211502782931357,-0.08126159554730983,0.3333333333333333,player2,0,0,1,1,0,0,1,0
26,Roger Federer,Milos Raonic,0.014754098360655735,-0.05081967213114755,-0.00928961748633883,-0.05683060109289617,-0.0038251366120218566,-0.4,player2,0,0,1,1,0,0,1,0
27,Ramkumar Ramanathan,Daniel Gimeno Traver,0.06847290640394088,-0.05172413793103448,0.013300492610837433,0.22660098522167482,0.1251231527093596,0.5,player1,0,0,1,1,0,0,1,0
28,Jan Lennard Struff,Luca Vanni,-0.1147186147186147,0.008658008658008656,0.0757575757575758,0.0,-0.02813852813852813,-0.09999999999999998,player2,0,0,1,1,0,0,1,0
29,Vasek Pospisil,Aljaz Bedene,0.08144144144144144,-0.012972972972972972,-0.032252252252252256,-0.06108108108108107,0.02990990990990991,0.3333333333333333,player2,0,0,1,1,0,0,1,0
30,John Millman,Evgeny Donskoy,0.018500948766603416,0.040955091714104996,0.09629981024667933,0.09376976597090447,-0.03083491461100568,-0.05555555555555558,player1,0,0,1,1,0,0,1,0
31,Rajeev Ram,Austin Krajicek,0.012136697540721816,-0.011604386245076122,0.0066006600660066805,0.060683487703609096,-0.0871925902267646,-0.5,player2,0,0,1,1,0,0,1,0
32,Marcel Granollers,Borna Coric,0.012034161490683232,0.008928571428571428,-0.01125776397515521,-0.03493788819875776,-0.01009316770186336,0.1785714285714286,player2,0,0,1,1,0,0,1,0
33,Karen Khachanov,Gilles Muller,-0.10976540148769788,-0.05102040816326531,0.04453557123784091,-0.012302117108525634,-0.061415220293724954,-0.2222222222222222,player2,0,0,1,1,0,0,1,0
34,Jozef Kovalik,Thomas Fabbiano,0.046511627906976744,-0.016943521594684385,-0.010299003322259193,0.01328903654485053,0.01362126245847177,-0.023809523809523725,player2,0,0,1,1,0,0,1,0
35,Lukas Rosol,Santiago Giraldo,0.1020703933747412,0.07246376811594203,-0.10662525879917184,0.035196687370600444,0.06024844720496894,0.19999999999999996,player1,0,0,1,1,0,0,1,0
36,Taro Daniel,Guillermo Garcia Lopez,-0.058909853249475896,0.0077568134171907745,0.09308176100628929,-0.0077568134171907555,-0.10566037735849057,-0.1777777777777778,player2,0,0,1,1,0,0,1,0
37,Nicolas Almagro,Ante Pavic,0.04671717171717171,-0.01073232323232323,-0.11805555555555558,-0.11489898989898989,0.10290404040404044,0.0,player2,0,0,1,1,0,0,1,0
38,Somdev Devvarman,Andrey Rublev,0.08333333333333333,0.022302591922845085,-0.0004520795660036825,-0.0010548523206750926,-0.07459312839059676,0.23809523809523808,player2,0,0,1,1,0,0,1,0
39,Alexander Kudryavtsev,Ramkumar Ramanathan,-0.052118912080961415,0.00872865275142315,-0.05768500948766597,-0.02201138519924095,0.01910183428209994,0.7142857142857143,player2,0,0,1,1,0,0,1,0
40,Aljaz Bedene,Luca Vanni,0.010373181530676762,-0.002024035420619859,0.06401012017710317,0.04958886780518662,-0.02327640733712838,0.3571428571428571,player1,0,0,1,1,0,0,1,0
41,Roberto Bautista Agut,John Millman,-0.019122257053291535,0.017241379310344827,-0.08652037617554864,0.03009404388714737,0.15141065830721004,0.07142857142857145,player1,0,0,1,1,0,0,1,0
42,Borna Coric,Austin Krajicek,-0.0013672409078479622,0.00437517090511348,-0.07164342357123321,0.06152584085315832,0.17008476893628655,0.30000000000000004,player1,0,0,1,1,0,0,1,0
43,Thomas Fabbiano,Gilles Muller,-0.25,-0.05649882903981265,0.026346604215456648,-0.02751756440281028,0.04039812646370024,0.0,player1,0,0,1,1,0,0,1,0
44,Benoit Paire,Lukas Rosol,0.0682643427741467,0.007080610021786497,-0.09259259259259256,0.06844589687726943,0.06009440813362382,0.009615384615384581,player1,0,0,1,1,0,0,1,0
45,Guillermo Garcia Lopez,Ante Pavic,-0.08269275564873049,-0.007221057535522948,-0.13603540647565804,-0.08968087584439788,0.0836245050081528,0.2857142857142857,player1,0,0,1,1,0,0,1,0
46,Andrey Rublev,Stan Wawrinka,-0.09862778730703259,0.015008576329331044,0.09948542024013718,-0.0887650085763293,-0.16337907375643226,-0.33333333333333337,player2,0,0,1,1,0,0,1,0
